created_at,tweet_id,tweet,likes,retweet_count,source,user_id,user_name,user_screen_name,user_description,user_join_date,user_followers_count,user_location,lat,long,city,country,continent,state,state_code,collected_at
2020-11-02 07:35:39,1.3231668674024653e+18,Who wins #USPresidentialElections2020 #DonaldTrump #JoeBiden #MAGA #Vote #VoteBiden #VoteBlue #VoteRed #Republican #Democrats #AmericaDecides2020 #AmericaDecides #USA #PresidentialElection2020 #Biden2020 #2020Election #Trump2020,3.0,0.0,Twitter for iPhone,2215726949.0,PC Howard Ltd,PCHowardLtd,Official twitter account for PC Howard Ltd. Instagram : https://t.co/pSXLZSge5B Facebook : https://t.co/Cm48mCBLJ4,2013-12-09 13:11:54,476.0,Kings Cliffe,,,,,,,,2020-11-03 14:31:40.255781
2020-11-07 17:28:21,1.3251279642881188e+18,#JoeBiden  the 46 president elect of USA. Bravoo ,1.0,0.0,Twitter Web App,7.935728274210816e+17,King_YnP,YollyPedro1992,"Aqui você interage principalmente com pessoas como você. Para mostrar que você pertence e que você tem certos interesses, utilizando um vocabulário adequado.",2016-11-01 21:58:00,7.0,"Angola, NY",,,,,,,,2020-11-08 11:17:05.343996
2020-11-07 16:09:20,1.3251080791852073e+18,"Latest news from trump's side
#JoeBiden #USElectionResults #USElection2020 #PresidentBiden #TrumpMeltdown #ElectionResults2020 #elections #Elections2020 #eleccion2020 #EliminacaoAFazenda #PeaceforArmenians #USA #USAelection2020 #AmericaDecides2020 #EleccionesEEUU #CNNElection https://t.co/hKIhhtY3Vt",0.0,0.0,Twitter for Android,1.2200462298889994e+18,Seni Ban,followmeforn,"Hello there it is me,Seniru",2020-01-22 18:11:30,4.0,,,,,,,,,2020-11-08 11:21:32.402270
2020-11-07 17:22:07,1.3251263985712456e+18,"#bidenharis2020 
#USAelection2020 
#JoeBiden 
#KamalaHarris 
#bestwishes https://t.co/k79b34B1gR",0.0,0.0,Twitter for Android,8.220976360731443e+17,சவுண்ட் சாஜித்...,Sathique1,"Love Life peace. 
வாய் இல்லை என்றால் நாய் கவ்வி விடும்.சமய, சார்பு அற்றவன்.. நேர்மை  கருத்து உள்ளவன்.நெறியான எழுத்து மட்டும் .ஆர்வம் அரசியல் , சுற்றுலா,",2017-01-19 15:05:25,224.0,Singapore ,1.2904753,103.8520359,Singapore,Singapore,Asia,,,2020-11-08 11:17:28.034994
2020-10-26 03:03:16,1.3205616078403256e+18,"So the conservative #NewHampshireUnionLeader endorsed  #joebiden. They praise Trump for his accomplishments but, to them, the civility of the Biden administration is what sold them. Does Biden enriching himself by using his degenerate son to cut deals w/China seem civil to you?",1.0,1.0,Twitter for iPad,3018083097.0,Linda S,LinSapCT,Waiting for the day when CT voters smarten up and turn this state Red. TRUMP2020,2015-02-04 17:12:23,226.0,"Connecticut, USA",41.6500201,-72.7342163,,United States of America,North America,Connecticut,CT,2020-10-27 18:04:56.002154
2020-11-05 07:59:40,1.3242600775120077e+18,"Start following me to get more internal Breaking news
#USElections #USAElections2020 #USPresidentialElections2020 #AmericaDecides2020 #Trump2020 #Biden2020 #Elections2020 #ElectionResults2020  
#TrumpvsBiden #JoeBidenKamalaHarris2020 #Biden #",0.0,3.0,Twitter for iPhone,1.2423810522633216e+18,Maلikkk,MalikTweetx,"First Deserve ,Then Desire .",2020-03-24 09:27:10,1363.0,Apni Dhunn mai,,,,,,,,2020-11-06 10:09:02.040945
2020-10-23 01:26:28,1.3194500818467553e+18,Did #Trump forget he was #debating #Biden  in 2020 and  think he's debating #Clinton in 2016?,0.0,0.0,Twitter Web App,1.1516714805576704e+18,Quincy Scott Jones,qscottjones,poet / writer / comic lover / persona non incredibili / author of The T-Bone Series,2019-07-18 01:54:12,124.0,,,,,,,,,2020-10-27 18:27:24.723633
2020-11-04 03:36:33,1.3238314732422963e+18,"#Biden Secures Early Electoral Vote Lead : NPR is now trending on https://t.co/2lvahD4dTH...
https://t.co/2lvahD4dTH",0.0,0.0,FS Poster,3081725823.0,Official Page of MonkeyViral.com,monkey_viral,"https://t.co/uDEmf4wc9y is a direct to consumer social media platform where businesses, individuals, and service providers can promote themselves online.",2015-03-09 15:14:47,3755.0,Globe & Beyond,,,,,,,,2020-11-05 13:01:34.999542
2020-11-07 20:46:43,1.325177886945366e+18,@smh @JacquelineMaley Why did so many good people reject Trump? Obvious really. Thats the story today. Good decent people beat hate. #Biden #BidenHarris2020 #PresidentElectJoe,3.0,0.0,Twitter for iPhone,275996850.0,DavidW2035,DavidW2035,Respect human rights Respect Indigenous Australia Respect biodiversity Reduce CO2 and Increase aid 🇳🇦🇹🇱🇰🇪 #ClimateStrike #VoiceTreatyTruth #FreeWestPapua,2011-04-02 12:46:49,2017.0,Sydney,-33.8548157,151.2164539,Sydney,Australia,Oceania,New South Wales,NSW,2020-11-08 11:25:36.863660
2020-11-07 18:49:36,1.3251484151733535e+18,First Lady Jill Biden. Will she be the first First Lady to be a Dr? #POTUS46 #JoeBiden https://t.co/NWq209t4Pn,1.0,0.0,Twitter Web App,208530694.0,Carys Gardener,CarysEveGeee,The clumsiest person you'll ever meet with a book buying obsession,2010-10-27 13:03:21,69.0,United Kingdom,54.702354500000006,-3.2765752999999997,,United Kingdom,Europe,,,2020-11-08 11:13:34.106511
2020-11-05 02:17:07,1.3241738719651185e+18,"@Will_holliday1 the poll workers are biased towards #Biden, they may be part of the Democrat's electoral fraud",5.0,1.0,Twitter Web App,1.1614442346095657e+18,abc_cheung,abc_cheung,"An ordinary Hongkonger.  Love gaming tweets and world news. Sorry for little original content, I'm not a creative person haha 😂 
#StandwithHongKong #China",2019-08-14 01:07:38,1199.0,Hong Kong,22.2793278,114.1628131,Hong Kong Island,China,Asia,Hong Kong,,2020-11-06 10:10:26.223302
2020-11-07 21:50:45,1.3251940021199217e+18,"@brithume #coronavirus Prediction:

#Casedemic will disappear 

How? 
@CDCgov will NOW stop adding pneumonia and seasonal flu cases to Covid numbers.

Masks will make Joe look like they reduced cases. 

With Deaths down, all #JoeBiden needs to do,
 is ride out all @realDonaldTrump set up.",0.0,0.0,Twitter for iPad,63200991.0,Betty Wolf - Biden=US:China conversion. Fact:True,Betty_Wolf,America First | Merit Based Employment | SAT for college entry | School Choice | Freedom of Speech | Kneel only before God | Thomas Sowell Devotee,2009-08-05 17:47:59,104.0,"Georgia, USA",41.6809707,44.02873820000001,,Georgia,Asia,,,2020-11-08 11:10:37.626669
2020-10-29 04:07:59,1.3216650554993295e+18,"The world if #Biden wins, your choice. The left are too much. https://t.co/6WVvb1JWaC",0.0,0.0,Twitter for iPhone,41557017.0,😷Andrew🤡,ay824,A better world without CCP. It’s time.,2009-05-21 09:19:57,242.0,,,,,,,,,2020-10-30 15:01:13.901148
2020-10-27 19:01:39,1.3211651780341146e+18,Someone needs to ask #JoeBiden #HowsHunter? Haven't seen him for a bit and seriously worried about his welfare!,0.0,0.0,TweetDeck,94374562.0,Nikos 🇺🇸 🏳️‍🌈 ⚖️ ❌ ⭐️,NikosCali,"Patriot, Engineer, Maker - IT,Space,Tech,Nukes,Military",2009-12-03 17:34:45,755.0,Texas,31.8160381,-99.5120986,,United States of America,North America,Texas,TX,2020-10-28 14:26:17.837640
2020-11-05 11:05:02,1.3243067256761915e+18,"$29.99 plus shipping 
Order yours today #Election2020 #Elections2020 #CountEveryVote #ElectionResults2020 #MAGA #BidenHarris2020ToSaveAmerica #BidenHarris2020 #BIDEN #BlueWave2020 https://t.co/5J9r1JGvcF",0.0,0.0,Twitter for iPhone,1.2187478831404073e+18,Kameron Bell,VolumesSpeaks,"Nurse,Mom,Wife",2020-01-19 04:12:03,8.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-11-06 10:08:18.815647
2020-11-08 00:42:34,1.3252372388637125e+18,"Why Trump can't enter the White house anymore? 'Cause it's for biden....

#Biden #TrumpIsLosing #fired",3.0,0.0,Twitter for Android,1331907372.0,Mirka H 🇫🇮🇮🇶,mirkahelin,"Äiti, eläinrakas ja myöhännäis suvakoitunut persoona Sdp #mom #humanrights #supporter #refugee #multicultural #sdp",2013-04-06 16:02:29,339.0,Suomi-Finland,,,,,,,,2020-11-09 18:39:48.323246
2020-11-03 22:09:29,1.3237491634949448e+18,"@CNBC @LesliePicker #Trump leads North Carolina and South Carolina, but lags far behind #Biden leads  in #Islamists Carolina !",0.0,0.0,Twitter Web App,1.0247779165409649e+18,yojo,yyoo11122,"👑چو ايران نباشد تن من مباد 👑
پروردگار ایران را از شر اهریمنان دورنگاهدار
نابود باددشمنان ایران زمین جمهوری اسلامی فدرالیست تجزیه طلب... 
پاینده_ایران جاویدشاه",2018-08-01 22:04:29,477.0,,,,,,,,,2020-11-04 09:43:09.363523
2020-11-07 18:21:54,1.3251414442191626e+18,"@DimitriosGian @Telegraph @BRinEUROPE @julie4north @JulianPetley @ruviz @neweuropeansUK @Kirsty_Brimelow @BHumanPodcast @echrso @JonathanCoopr Oh! Happy Day! #JoeBiden won #Election2020 

Now for part 2 : Removing #DonaldJTrump from office.",4.0,1.0,Twitter Web App,245975789.0,Roger Casale FRSA,rogercasale,Award-winning civil rights activist; Secretary General of New Europeans; Vice-President European Civic Forum; Fellow of the Royal Society of Arts,2011-02-01 21:31:12,2289.0,London,51.5073219,-0.1276474,London,United Kingdom,Europe,England,ENG,2020-11-08 11:14:30.314912
2020-11-03 02:42:33,1.323455495458431e+18,Cant wait to celebrate big time. #JoeBiden #Landslide2020 Jack Johnson - My Mind Is For Sale (Official Lyric Video) https://t.co/3JVYvrvV0T via @YouTube,0.0,0.0,Twitter for iPhone,7.91085599922987e+17,Lc,LovelyRita1969,Lifelong librarian. My favorite movie is The Graduate. I 🖤 Led Zeppelin. Alabama.,2016-10-26 01:14:39,202.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-11-04 10:18:23.531707
2020-11-06 16:27:37,1.324750295482671e+18,"Trump supporters ignored Russian interference with 2016 election. They ignored Trump's #disenfranchisement and the systematic #Republican effort to #suppress millions of votes. 
Now there crying because they think 1+1=11. GTFOH.

#2020Election #DonaldTrump #JoeBiden",5.0,0.0,Twitter for Android,19168310.0,"Sean M. Brown, MPA",SeanBrown723,"father | strategic planner, CEO: Dubois Douglass Strategies, LLC | policy analyst | grant writer | writer | host of Urban Disruptor's Weekly Wrapup",2009-01-19 03:01:31,1219.0,"Camden, NJ",39.9448402,-75.11989109999999,Camden,United States of America,North America,New Jersey,NJ,2020-11-07 11:40:57.168568
2020-11-03 15:11:48,1.323644049044185e+18,"American businesses have boarded up their storefronts in case #Trump wins and the #Democrats riot again.

Why would anyone vote for rioters?

#Trump2020 #TrumpIsLosing #TrumpMeltdown #BidenHarris2020 #Biden #ElectionDay #Election2020 #USAElections2020 #AmericanDelusion #CNN https://t.co/e1VfoFQnUi",0.0,0.0,Twitter Web App,9.122110132478812e+17,Citizen of the planet Earth,icitizen12,Centre right ➡️✡️,2017-09-25 07:03:48,1166.0,Third rock from the Sun,,,,,,,,2020-11-04 09:45:30.370127
2020-11-06 04:35:52,1.3245711779904102e+18,NEVADA really said im NEVA counting DA votes #BidenHarris2020 #2020Elections #Biden,1.0,0.0,Twitter for iPhone,1.1389598165111848e+18,Besan Juma,BesanJuma,hi welcome to my twitter account if I know you personally leave now please :),2019-06-13 00:02:35,7.0,"Ellisville, MO",,,,,,,,2020-11-07 11:51:51.105083
2020-10-31 20:12:28,1.3226325504691732e+18,"6/6 Events today may just be the rumblings and not the real deal.  #Americans must turn to God for revival.
@Annakhait @scienceismymuse @realDonaldTrump
@POTUS
#Trump2020 #Trump #TrumpPence2020 #Republicans #RepublicFightsBack #CorruptJoeBiden #Biden #BidenHarrisLandslide2020",0.0,0.0,Twitter for Android,2957150872.0,Bruce Court,BDCourt,,2015-01-02 19:09:44,6.0,,,,,,,,,2020-11-01 11:08:35.368522
2020-11-02 01:13:09,1.3230706114349097e+18,I am greatly comforted by the likelihood of #Biden calling his best buddy #Obama whenever he gets into a real pickle,0.0,0.0,Twitter for iPhone,2676698178.0,julia stacy,julialairdstacy,"writeur of short form—mainly sms, dms & full-time actress playing myself",2014-07-24 12:40:06,98.0,"Brooklyn, NY",40.650102399999994,-73.9495829,New York,United States of America,North America,New York,NY,2020-11-03 14:36:07.900500
2020-11-07 17:39:33,1.3251307857881375e+18,Trump sitting down to watch the news #Trump #Biden https://t.co/sWNaPkLSXo,0.0,0.0,Twitter for iPhone,1.2619502076186788e+18,MalcGotClout,Malcgetpaid,I make Tik toks and do pranks and pretty good at 2k🥱 @GotcloutClan,2020-05-17 09:22:38,32.0,,,,,,,,,2020-11-08 11:30:41.581595
2020-10-26 16:23:16,1.3207629327837962e+18,"#JoeBiden  #BidenHarris2020  #BLM 
#WalkAway  #BlacksForTrump https://t.co/sFvtPQJ2S5",0.0,0.0,Twitter for iPhone,6.990231667613368e+17,Dorothy,rubyshooz8,"#JakeCrew #Gratitude #AllLivesMatter #MAGA ♥️🤍🖤🇺🇸💙COVID Rx Colchicine, Z-Pak & Zinc (HCQ) Save Lives  PROUD DEPLORABLE CHUMP",2016-02-15 00:11:25,1380.0,,,,,,,,,2020-10-27 18:04:21.213421
2020-11-07 17:49:24,1.3251332627804447e+18,@MSNBC Will be listening #JoeBiden is exactly who we need right now to help us recognize we live cin the USA together &amp; have more in common than not . Anyone who thinks the election is rigged knows nothing about how they are run. Easy to find out. Just contact your Board of Elections,0.0,0.0,Twitter for iPhone,3197484054.0,Liz Colbert,Daughter75,,2015-05-16 14:21:32,97.0,"Bennington,VT",39.030556,-97.594199,,United States of America,North America,Kansas,KS,2020-11-08 11:15:53.566557
2020-10-18 07:52:19,1.3177352442382213e+18,"@realDonaldTrump #Biden had record economic growth &amp; population health after the last Republican recession &amp; mass death. #Trump is a failure of historic proportions w/yet another Republican recession, mass death &amp; record unemployment. Moodys is #RidinWithBidenHarris #EconomicRecoveryPlan",1.0,0.0,Twitter for iPhone,3007500780.0,Lisa Baginski,baginski_lisa,#WeShallOvercome #Resist 🌊 Name the last Republican President that did *NOT* ruin the economy & cause mass death. 🌊 #BidenHarris2020,2015-02-02 04:52:06,1362.0,,,,,,,,,2020-10-21 06:55:41.668914180
2020-11-04 19:04:23,1.3240649697391452e+18,"Joe Biden has received more votes for president than any other candidate in U.S. election history, with more than 69.5 million tallied as of now.
#JoeBiden",413.0,131.0,Twitter for Android,8.865762625374659e+17,Muhammad,muscatphoto,"@INCKarnataka|
@INCoverseas|@UWCforYouth
|Youth Co ordinator of Oman Oversea Congress|
|Srkian| |Gandhian| Congressman| Follow back 100%| |Photographer|",2017-07-16 13:20:27,9668.0,Oman,21.0000287,57.00369010000001,,Oman,Asia,,,2020-11-05 13:06:17.205208
2020-11-04 10:39:51,1.3239379996552602e+18,"This election is more tense then all Hollywood &amp; Netflix productions combined 

Ok, in all fairness. Since wokeness started to infest the Industrie

#Elections2020 #Trump2020 #Biden",0.0,0.0,Twitter for iPhone,1.2162381182501435e+18,AlexTheButcher,alexthebutcher,„keep your sword sharp. And your mind sharper“ - Alex (The Butcher),2020-01-12 05:59:12,16.0,,,,,,,,,2020-11-05 12:57:06.236017
2020-11-04 04:12:36,1.3238405435337687e+18,"Foxnews #ChrisWallace already talking #BIDEN dem lawsuit.
Only way they can win. 
He belongs to you #fox! https://t.co/C3386NfZNG",1.0,1.0,Twitter for Android,301656286.0,Marie,MarieHyde,,2011-05-19 20:45:52,998.0,United States,39.7837304,-100.4458825,,United States,North America,,,2020-11-05 13:01:11.772776
2020-11-07 17:00:22,1.3251209238510838e+18,"#Election #Vote2020 #Election2020 #JoeBiden #livenews 
https://t.co/QcEtcCZI7m",0.0,0.0,Twitter Web App,2160278233.0,Amer Bekic,SwaCashcom,"Whatever the mind of man can conceive and believe, it can achieve. –Napoleon Hill",2013-10-28 06:02:30,325.0,,,,,,,,,2020-11-08 11:19:01.795997
2020-11-02 21:49:54,1.3233818498597233e+18,"policy bet 

ngrm bu ynde beyaz saraydan haber gelmedi 

Joe wins the choice  8/15 

good lucke ! 

#trump #biden #usa #livebet  #canlbahis https://t.co/EDiEewHOXa",2.0,0.0,Twitter Web App,1.1289730132679598e+18,vardybeytips,vardybeytips,"You can send private messages for advertisement and collaboration 

#canlıbahis #iddaa #inplay #bets",2019-05-16 10:38:36,483.0,londra,,,,,,,,2020-11-03 14:32:55.517557
2020-11-07 23:23:38,1.3252173757639025e+18,"Hahaha...

Remember Alien in Chief... #ripley always triumphs!!

#joebiden #berniesanders #election #vote #democrats #kamalaharris #politics #voteblue #democrat #blacklivesmatter #usa #covid #bidenharris #blm #coronavirus #america #obama #dumptrump #liberal https://t.co/VsiZca0qJ8",0.0,0.0,Twitter for Android,4224469693.0,Michael John Fuller,mfulleractor,🇬🇧 🇺🇸 🇨🇦 Actor 🎬 Writer 🎥 Producer 🎭 Musician 🎹 Singer 🎤 Military Historian,2015-11-13 14:41:12,1281.0,"Los Angeles, CA",34.0536909,-118.24276599999999,Los Angeles,United States of America,North America,California,CA,2020-11-08 11:09:50.774912
2020-11-02 23:44:42,1.3234107379565568e+18,"Click on joes picture it will take u to my page. There u will find over 25,000 more great memes, just click on retweet, Donald many as u can! #DemCast #wtpBlue #wtpBiden #BLM #MSNBC #Resist #BidenHarris #JoeBiden #JoeBidenKamalaHarris. #wtpsenate #voteblue #wtpBlue #DemVoice1 https://t.co/4ljiC1JooJ",0.0,0.0,Twitter for iPad,1.2449822077033308e+18,VOTE BLUE Steve Ziegenbusch👑,steveziegenbus2,"🍷 the MEME MASTER #DemCast #DemCastPA 🇺🇸 #BLM #VoteBiden #wtp #nevertrump #resist #married over 50 years, 8 grandchildren, USMC VET, 🌊🌊 🌈⭐️😻💙🎇 🌊🌊🌊",2020-03-31 13:37:55,5194.0,"Columbus, OH 🇺🇸🇺🇸🇺🇸🌊💝",39.9622601,-83.00070649999999,Columbus,United States of America,North America,Ohio,OH,2020-11-03 14:30:20.051738
2020-10-24 16:13:48,1.3200357759043625e+18,"The #BidenHarris2020 campaign is starting to realize that their green promises to please their extreme socialist wing is not going to work in #Pennsylvania with hard working Americans. 

#JoeBiden will eliminate #Fracking &amp; #oilindustry",0.0,0.0,Twitter for iPhone,1.3085722305578598e+18,Patriotic_Immigrant,PatrioticImmig1,Legal Immigrant. Proud American 🇺🇸,2020-09-23 01:01:59,9.0,,,,,,,,,2020-10-27 18:07:00.404754
2020-10-30 14:51:34,1.3221894083559178e+18,"every morning i get up and take my #Biden , wipe my #Harris, give them a swirly and send them to the house of #Pelosi",0.0,0.0,Twitter Web App,7.59837517877162e+17,American Infidel,highosilveraway,,2016-07-31 19:45:56,2.0,,,,,,,,,2020-11-01 11:10:54.511560
2020-10-23 07:44:55,1.3195453231618703e+18,"@vicious696 #JoeBiden wrote the 1994 crime bill with #KKK leader Robert Byrd 
He WROTE The 1994 crime bill jailed millions for petty non violent, non-sexual crimes; the 1994 crime BUILT MORE PRISONS THAN HOSPITALS; the 1994 crime bill DESTROYED MILLIONS OF BLACK LIVES
#BlackLivesMatter https://t.co/ZJa8igvB36",2.0,0.0,Twitter for Android,1.308759648686805e+18,WarhammerDave,dave_warhammer,"coffin ⚰  maker, Gamer, huge @BethesdaStudios and @Xbox Fan (#ElderScrolls & #Fallout Obsessed) love all tech, history and documentaries aka WarHammerWineholt",2020-09-23 13:26:42,104.0,"York, PA",53.959055500000005,-1.0815361,York,United Kingdom,Europe,England,ENG,2020-10-27 18:08:47.485177
2020-11-06 00:18:51,1.324506494537212e+18,"#Biden wins, #Trump wins, either way, my cause is still: #chooselife over #Suicide.

In 22 years of chasing this cause, I know #democrats and #repulicans whove committed Suicide.

The president does not make the man. God does. And He isnt on a ballot. Hes on the throne.",7.0,0.0,Twitter for iPad,542912158.0,HeatherFunkPalacios,WondHerful,"👩‍❤️‍👨 @cubanpastor • ⛪️ @cbglades • 📱Insta, SC, Facebook, Web @ WondHerful • Will workout🏋🏼‍♀️for sugar🍦#ChicagoGrown #ChooseLife #Deut30v19",2012-04-01 22:49:02,8141.0,Coral Springs,,,,,,,,2020-11-07 11:52:58.533006
2020-10-31 02:26:28,1.3223642838507602e+18,#VoteBidenHarris2020 #VoteBiden #VoteBiden2020 #VoteAgainstTrump #ElectionDay #Biden2020 #USA #Election #VOTE #VoteEarly #VoteBlue2020 #VoteBlue #VoteBlueToSaveAmerica #VoteBlueDownBallot #VoteBlueToSaveAmerica2020 #Biden #JoeBiden #JoeWillLeadUs #ClimateCrisis #StudentsForBiden https://t.co/hcg3XHsbbv,0.0,0.0,Twitter Web App,1.248432238959698e+18,Faiz,fkfrmda6ix,"🇧🇩🇨🇦
Toronto📍
BidenForPresident2020",2020-04-10 02:07:02,14.0,,,,,,,,,2020-11-01 11:09:48.997686
2020-11-08 12:58:37,1.3254224723306988e+18,Somebody check on @icecube and @LilTunechi #JoeBidenKamalaHarris2020 #JoeBiden https://t.co/kM6ch4ymKS,0.0,0.0,Twitter for iPhone,8.565597840106865e+17,🦖,RickyOrRick,Positive Vibes Only.,2017-04-24 17:25:41,30.0,,,,,,,,,2020-11-09 18:27:49.473575
2020-10-30 00:10:22,1.3219676459109908e+18,"@realDonaldTrump #COVID19  Infections. 
#500Kplus #AmericansTestingPositive every 1.2 seconds.
1 American dying every 107 seconds
#JohnsHopkins data.  #JaredKushner, boasted in April,#Trump had cut out doctors and scientists advising him on the #COVID19Pandemic  
#VoteBlueToSaveAmerica #Biden",1.0,0.0,Twitter Web App,9.214428133796209e+17,Frrann Ccess,FrrannCcess,"💜 ""If I were to tell you that the next thing I say would be true, but the last thing I said was a lie, would you believe me?""",2017-10-20 18:27:41,73.0,,,,,,,,,2020-11-01 11:11:51.020164
2020-10-30 16:11:50,1.3222096057205514e+18,"@VoteAlaina2020 @Troy_Balderson Your son is smart, and wants a future with a vast horizon.

#Vote
#VoteAlaina2020
#BidenHarris
#JoeBiden

#WearAMask",0.0,0.0,Twitter for iPad,17753577.0,Stijl,Stijl,Minimalist Art & Sound.  #WearAMask,2008-11-30 12:51:39,1256.0,Palm Springs | Miami,33.7721794,-116.4952977,Palm Springs,United States of America,North America,California,CA,2020-11-01 11:02:35.037823
2020-11-08 12:15:00,1.3254114966424207e+18,"#JoeBiden has promised swift action on housing, labor, gun control, LGBTQ rights and government reform. 
https://t.co/mhBsBefAN5",11.0,0.0,TweetDeck,7.147315668287939e+17,BloombergQuint,BloombergQuint,"#India’s premier multi-platform #business and financial #news company.

#BQBlue queries: support@bloombergquint.com
Follow: https://t.co/Lvz7iz0zt1",2016-03-29 08:30:59,187800.0,"Mumbai, India",19.075989899999996,72.8773928,Mumbai,India,Asia,Maharashtra,MH,2020-11-09 18:27:59.817484
2020-11-08 07:30:12,1.325339824665006e+18,"#Biden: ""Let this grim era of demonization in America begin to end here and now. This is the time to heal.""

#Harris: ""You chose hope.""

Immediate assembly of Task Force to contain #Coronavirus 

Celebrations across US after Pennsylvania gives Biden victory https://t.co/KOt4A8LUUN",2.0,0.0,TweetDeck,17230082.0,Scott Lucas,ScottLucas_EA,"Editor of EA WorldView (@EA_WorldView), Professor, Uni of Birmingham, UK. Well-considered views are my own.

""Before we get to heaven, baby let's give 'em hell""",2008-11-07 12:20:59,9720.0,"Birmingham, UK",52.479699200000006,-1.9026911,Birmingham,United Kingdom,Europe,England,ENG,2020-11-09 18:37:02.366206
2020-10-19 02:08:58,1.3180112280153252e+18,"@marklevinshow on #JoeBiden Official Schedule.

Remember the 18 min Nixon tape gap?

We have a 4 hour gap on Joe's official schedule!

We have an email thanking #HunterBiden for arranging the meeting!

#JoeBidenCrimeFamily #JoeBidenBurisma",1.0,1.0,Twitter for Android,360076254.0,Eli 🇺🇸 🇻🇪 ❌,elianselmi,"Constitutional Conservative, Father, Latino, SciFi geek, #1A, #2A, Congressional Term Limits #COSProject #MAGA #KAG2020  *NO LISTS*
Parler: @elianselmi",2011-08-22 17:04:26,7012.0,"Bozeman, MT",45.679429299999995,-111.0440474,Bozeman,United States of America,North America,Montana,MT,2020-10-21 08:13:27.810561518
2020-10-27 20:00:50,1.3211800724941414e+18,"How many transition votes can we get #Pennsylvania, #Oklahoma, #Texas, #Louisiana, #Colorado, #Utah, #Wyoming, #NewMexico, #NorthDakota ??

#Biden #BidenHarris #Oil #OilandGas #Trump #Vote2020 https://t.co/7nQepHTrq0",1.0,0.0,Hootsuite Inc.,1.2817155807273656e+18,Not My US,NotMyUS,"Are these the actions and policies of YOUR US?

#NotMyUS",2020-07-10 22:23:21,184.0,United States of America,39.7837304,-100.4458825,,United States,North America,,,2020-10-28 14:36:00.741569
2020-11-07 19:13:35,1.325154449254359e+18,"First female black Vice president of the United States of America.

Congratulations KAMALA HARRIS, I hope to meet you soon..

This is Israel, your Adopted son.

#JoeBiden https://t.co/UR2BfFS5l3",270.0,47.0,Twitter for Android,1.2741567941059543e+18,#EndSARS,_zzy_rael,AVIATOR✈ | REALIST,2020-06-20 01:47:20,2578.0,"Lagos, Nigeria",6.4550575,3.3941795,Lagos,Nigeria,Africa,Lagos,LA,2020-11-08 11:12:53.903199
2020-10-15 10:43:24,1.3166911362626642e+18,@goldilockstrump Its kinda entertaining.  Doing the same and than Im gonna drop my ballot off for #Biden,1.0,0.0,Twitter for iPhone,8.593544146493645e+17,ME,lorisstuff123,Independent Voter #NeverTrump -Happily married 30 years...✡️☮️💟,2017-05-02 10:30:33,3802.0,,,,,,,,,2020-10-21 00:49:22.489886185
2020-10-28 10:22:24,1.3213968945395917e+18,"@FinancialTimes #Biden is an IRA sympathiser, his a globalist and supports world goverment,",0.0,0.0,Twitter for Android,59916705.0,Concerned #CANZUK 🇬🇧🇳🇿🇨🇦🇦🇺,READY2MIX,"Most comments I make are definitely & defiantly shared by others, I make them as me and no organisation controls my opinions or what I say. ""CANZUK the future""",2009-07-24 23:19:12,724.0,,,,,,,,,2020-10-29 16:08:51.168823
2020-11-04 11:17:52,1.3239475668709212e+18,#Scorecard #Hammer being used to #steal another #election???.... #Obama #Biden #ElectionFraud? #MAGA #Trump2020 https://t.co/QfpFr3kFuU,1.0,1.0,Twitter Web App,3686695933.0,StarryOneTwo #TrumpIsYourDaddy,starry_one_two,#MAGA #Trump2020 #KeepAmericaGreat #KAG #Brexit,2015-09-25 23:43:48,3193.0,#USA,,,,,,,,2020-11-05 12:56:50.430509
2020-10-30 01:32:54,1.321988417656361e+18,"Texas is now a toss-up state.
I'm a libertarian who has born and raised in #Texas.
I've lived in Austin since 1982, except for '89-'92.
The Libertarian candidate got 3.2% of the TX vote in '16.
I just wrote an essay about why I'm voting for #Biden.
#Election2020 https://t.co/docuiqNDIh",3.0,0.0,Twitter Web App,12880492.0,libertarians for Biden 2020,hayek,The libertarian case against Trump's disastrous record is clear & powerful. We'd prefer a libertarian but see a Biden victory as the only viable choice in 2020.,2008-01-30 18:30:19,468.0,an imperfect world,,,,,,,,2020-11-01 11:11:43.840909
2020-11-03 13:42:18,1.3236215294233272e+18,"Trump on #Pennsylvania (the ""keystone"" state to #Biden's win): ""We're going to go in the night of, as soon as that election's over, we're going in with our lawyers."" 

Lawyers don't decide elections, Mr Trump. Voters do. #VoteBiden #VoteBlue https://t.co/J2jKbObOka",1.0,0.0,Twitter Web App,3116066493.0,Dr Jill Biden Piggott,JillPiggott,"PhD. Prof of philosophy & lit now disabled by daily migraine. EJI volunteer. Director, Reading Justice prison study group. Director, headsUPmigraine.",2015-03-25 22:00:56,1756.0,"Maine & New Brunswick, Canada",61.0666922,-107.9917071,,Canada,North America,,,2020-11-04 09:45:59.845720
